fecha_consulta,tipo_transporte,fecha_salida,origen_codigo,origen_nombre,destino_codigo,destino_nombre,empresa_aerolinea,codigo_empresa,numero_vuelo_bus,fecha_hora_salida,fecha_hora_llegada,categoria_cabina,detalles_vehiculo,escalas_duracion,es_escala,numero_escalas,precio_bob,precio_max_bob,precio_minimo_bob
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,BUSTILLO,127,1488IXL,2026-08-05 11:00,2026-08-05 19:30,CAMA,40 IXL,8h 30m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,TRANS FLORES,217,707,2026-08-05 11:15,2026-08-05 18:30,CAMA,CAMA LEITO 40,7h 15m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,EL DORADO,103,GAF,2026-08-05 12:00,2026-08-05 19:00,CAMA,CAMA 3 FILAS 40,7h 0m,,,146.0,150.0,140.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,ORURO,ORURO,NASER,183,3817 TFB,2026-08-05 12:00,2026-08-05 17:00,SEMI CAMA,SEMI CAMA LEITO 60,5h 0m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,BOLIVIA,113,000,2026-08-05 13:30,2026-08-05 21:00,CAMA,CAMA 40,7h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,BOLIVIA,113,CPD,2026-08-05 13:30,2026-08-05 21:00,CAMA,CAMA 3F 43 SCANIA 2019,Directo (7h 30m),False,0,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,ORURO,ORURO,NASER,183,3817 TFB,2026-08-05 14:30,2026-08-05 19:30,SEMI CAMA,SEMI CAMA LEITO 60,Directo (5h 0m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,EL DORADO,103,DYP,2026-08-05 15:00,2026-08-05 22:00,CAMA,CAMA 3F 43 SCANIA 2013,7h 0m,,,150.0,150.0,140.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,EL DORADO,103,DYP,2026-08-05 15:00,2026-08-05 22:00,CAMA,CAMA 3F 43 SCANIA 2013,Directo (7h 0m),False,0,150.0,150.0,140.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,TRANS COPACABANA S.A.,110,133,2026-08-05 16:00,2026-08-06 00:00,CAMA,CAMA DD 43,8h 0m,,,180.0,180.0,150.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,VILLAZON,VILLAZON,ILLIMANI,179,1320UXA,2026-08-05 16:00,2026-08-06 04:38,CAMA,CAMA 41 3F 2P,12h 38m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,VILLAZON,VILLAZON,ILLIMANI,179,1320UXA,2026-08-05 16:00,2026-08-06 04:38,CAMA,CAMA 41 3F 2P,Directo (12h 38m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,BOLIVIA,113,000,2026-08-05 16:30,2026-08-06 00:00,CAMA,CAMA 40,7h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,BOLIVIA,113,000,2026-08-05 16:30,2026-08-06 00:00,CAMA,CAMA 40,Directo (7h 30m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,VILLAZON,VILLAZON,ILLIMANI,179,1760LIT,2026-08-05 17:00,2026-08-06 05:38,CAMA,CAMA 45 3F 2P,12h 38m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,VILLAZON,VILLAZON,ILLIMANI,179,1760LIT,2026-08-05 17:00,2026-08-06 05:38,CAMA,CAMA 45 3F 2P,Directo (12h 38m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SANTA CRUZ,SANTA CRUZ,RENACER,105,45,2026-08-05 17:30,2026-08-06 03:30,CAMA,CAMA 3 FILAS 1,10h 0m,,,199.0,200.0,100.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SANTA CRUZ,SANTA CRUZ,RENACER,105,45,2026-08-05 17:30,2026-08-06 03:30,CAMA,CAMA 3 FILAS 1,Directo (10h 0m),False,0,199.0,200.0,190.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SANTA CRUZ,SANTA CRUZ,TRANS COPACABANA S.A.,110,127,2026-08-05 19:00,2026-08-06 05:00,CAMA,CAMA D - PISO 43,10h 0m,,,250.0,250.0,200.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SANTA CRUZ,SANTA CRUZ,RENACER,105,79,2026-08-05 19:15,2026-08-06 05:15,CAMA,CAMA 3 FILAS 1,10h 0m,,,188.0,200.0,200.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SANTA CRUZ,SANTA CRUZ,RENACER,105,79,2026-08-05 19:15,2026-08-06 05:15,CAMA,CAMA 3 FILAS 1,Directo (10h 0m),False,0,199.0,200.0,150.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,POTOSI,POTOSI,TRANS COPACABANA S.A.,110,133,2026-08-05 20:00,2026-08-06 06:00,CAMA,CAMA DD 43,10h 0m,,,250.0,250.0,200.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SANTA CRUZ,SANTA CRUZ,EL DORADO,103,000,2026-08-05 20:00,2026-08-06 08:00,CAMA,CAMA 3 FILAS 40,12h 0m,,,200.0,200.0,200.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,TRANS COPACABANA S.A.,110,161,2026-08-05 20:00,2026-08-06 03:00,CAMA,CAMA TV 43,7h 0m,,,250.0,250.0,200.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,POTOSI,POTOSI,TRANS COPACABANA S.A.,110,140,2026-08-05 20:00,2026-08-06 06:00,CAMA,CAMA TV 43,Directo (10h 0m),False,0,250.0,250.0,200.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SANTA CRUZ,SANTA CRUZ,EL DORADO,103,000,2026-08-05 20:00,2026-08-06 08:00,CAMA,CAMA 3 FILAS 40,Directo (12h 0m),False,0,200.0,200.0,200.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,TRANS COPACABANA S.A.,110,161,2026-08-05 20:00,2026-08-06 03:00,CAMA,CAMA TV 43,Directo (7h 0m),False,0,250.0,250.0,200.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SANTA CRUZ,SANTA CRUZ,RENACER,105,55,2026-08-05 20:15,2026-08-06 06:15,CAMA,CAMA 3 FILAS 5,10h 0m,,,188.0,200.0,100.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SANTA CRUZ,SANTA CRUZ,RENACER,105,55,2026-08-05 20:15,2026-08-06 06:15,CAMA,CAMA 3 FILAS 5,Directo (10h 0m),False,0,199.0,200.0,190.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,FLOTA COPACABANA,167,1866 PXR,2026-08-05 20:30,2026-08-06 02:30,CAMA,CAMA 38 PB,6h 0m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,FLOTA COPACABANA,167,1866 PXR,2026-08-05 20:30,2026-08-06 02:30,CAMA,CAMA 38 PB,Directo (6h 0m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,BUSTILLO,127,3026CCS,2026-08-05 20:45,2026-08-06 05:15,CAMA,LEITO 43 ZJ,8h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,BUSTILLO,127,3026CCS,2026-08-05 20:45,2026-08-06 05:15,CAMA,LEITO 43 ZJ,Directo (8h 30m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,TRANS COPACABANA S.A.,110,130,2026-08-05 21:00,2026-08-06 05:00,CAMA,CAMA D - PISO 43,8h 0m,,,180.0,180.0,180.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LLALLAGUA,LLALLAGUA,BUSTILLO,127,2443 LKR,2026-08-05 21:00,2026-08-06 05:30,CAMA,LEITO  41 FGL,8h 30m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,POTOSI,POTOSI,EL DORADO,103,000,2026-08-05 21:00,2026-08-06 09:30,CAMA,CAMA 3 FILAS 40,12h 30m,,,200.0,200.0,200.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,POTOSI,POTOSI,FLOTA COPACABANA,167,5316 FHT,2026-08-05 21:00,2026-08-06 06:00,CAMA,CAMA 41 2P,9h 0m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,EL DORADO,103,000,2026-08-05 21:00,2026-08-06 07:00,CAMA,CAMA 3 FILAS 40,10h 0m,,,200.0,200.0,200.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,TRANS COPACABANA S.A.,110,130,2026-08-05 21:00,2026-08-06 05:00,CAMA,CAMA D - PISO 43,Directo (8h 0m),False,0,180.0,180.0,180.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LLALLAGUA,LLALLAGUA,BUSTILLO,127,2443 LKR,2026-08-05 21:00,2026-08-06 05:30,CAMA,LEITO  41 FGL,Directo (8h 30m),False,0,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,POTOSI,POTOSI,EL DORADO,103,000,2026-08-05 21:00,2026-08-06 09:30,CAMA,CAMA 3 FILAS 40,Directo (12h 30m),False,0,200.0,200.0,200.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SANTA CRUZ,SANTA CRUZ,TRANS COPACABANA S.A.,110,142,2026-08-05 21:00,2026-08-06 07:00,CAMA,CAMA TV 43,Directo (10h 0m),False,0,250.0,250.0,250.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,EL DORADO,103,000,2026-08-05 21:00,2026-08-06 07:00,CAMA,CAMA 3 FILAS 40,Directo (10h 0m),False,0,200.0,200.0,200.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,BOLIVIA,113,000,2026-08-05 21:30,2026-08-06 05:00,CAMA,CAMA 40,7h 30m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,TRANS COPACABANA S.A.,110,143,2026-08-05 21:30,2026-08-06 05:30,CAMA,CAMA TV 43,8h 0m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LLALLAGUA,LLALLAGUA,15 DE AGOSTO,225,3761 ASR,2026-08-05 21:30,2026-08-06 04:30,CAMA,CAMA LEITO 43,7h 0m,,,120.0,130.0,80.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,POTOSI,POTOSI,FLOTA COPACABANA,167,4756 SIX,2026-08-05 21:30,2026-08-06 06:30,CAMA,CAMA 41 2P,9h 0m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,BUSTILLO,127,2711 ISR,2026-08-05 21:30,2026-08-06 06:00,CAMA,LEITO  41 FGL,8h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,TRANS COPACABANA S.A.,110,143,2026-08-05 21:30,2026-08-06 05:30,CAMA,CAMA TV 43,Directo (8h 0m),False,0,180.0,180.0,180.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,BOLIVIA,113,000,2026-08-05 21:30,2026-08-06 05:00,CAMA,CAMA 40,Directo (7h 30m),False,0,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LLALLAGUA,LLALLAGUA,15 DE AGOSTO,225,3761 ASR,2026-08-05 21:30,2026-08-06 04:30,CAMA,CAMA LEITO 43,Directo (7h 0m),False,0,120.0,130.0,80.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LLALLAGUA,LLALLAGUA,BUSTILLO,127,2896IUT,2026-08-05 21:30,2026-08-06 06:00,CAMA,LEITO 40 MR,Directo (8h 30m),False,0,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,SUCRE,SUCRE,BUSTILLO,127,2711 ISR,2026-08-05 21:30,2026-08-06 06:00,CAMA,LEITO  41 FGL,Directo (8h 30m),False,0,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,RENACER,105,108,2026-08-05 21:45,2026-08-06 05:45,CAMA,CAMA LEITO 43,Directo (8h 0m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,BOLIVIA,113,000,2026-08-05 22:00,2026-08-06 05:30,CAMA,CAMA 40,7h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,TRANS COPACABANA S.A.,110,127,2026-08-05 22:00,2026-08-06 06:00,CAMA,CAMA D - PISO 43,Directo (8h 0m),False,0,180.0,180.0,180.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,BOLIVIA,113,000,2026-08-05 22:00,2026-08-06 05:30,CAMA,CAMA 40,Directo (7h 30m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,EL DORADO,103,000,2026-08-05 22:30,2026-08-06 05:30,CAMA,CAMA 3 FILAS 40,7h 0m,,,160.0,160.0,150.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,EL DORADO,103,000,2026-08-05 22:30,2026-08-06 05:30,CAMA,CAMA 3 FILAS 40,Directo (7h 0m),False,0,180.0,180.0,150.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,EL DORADO,103,NSS,2026-08-05 22:45,2026-08-06 05:45,SUITE,SUITE Y CAMA 30,7h 0m,,,167.0,200.0,160.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,BOLIVIA,113,000,2026-08-05 22:45,2026-08-06 06:15,CAMA,CAMA 40,7h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,EL DORADO,103,NSS,2026-08-05 22:45,2026-08-06 05:45,SUITE,SUITE Y CAMA 30,Directo (7h 0m),False,0,167.0,200.0,160.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,BOLIVIA,113,000,2026-08-05 22:45,2026-08-06 06:15,CAMA,CAMA 40,Directo (7h 30m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,EL DORADO,103,000,2026-08-05 23:00,2026-08-06 06:00,CAMA,CAMA 3 FILAS 40,7h 0m,,,160.0,160.0,160.0
2026-08-05 12:01:16,BUS,2026-08-05,COCHABAMBA,COCHABAMBA,LA PAZ,LA PAZ,EL DORADO,103,000,2026-08-05 23:00,2026-08-06 06:00,CAMA,CAMA 3 FILAS 40,Directo (7h 0m),False,0,160.0,160.0,160.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,3074-IBL,2026-08-05 11:00,2026-08-05 14:30,SEMI CAMA,SEMI CAMA LEITO 60,3h 30m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,2432 LRK,2026-08-05 12:00,2026-08-05 15:30,CAMA,CAMA SEMI 56,3h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,COCHABAMBA,COCHABAMBA,BOLIVIA,113,FDL,2026-08-05 12:30,2026-08-05 20:00,CAMA,CAMA 40,Directo (7h 30m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,SANTA CRUZ,SANTA CRUZ,EL DORADO,103,XAF,2026-08-05 13:00,2026-08-06 06:00,CAMA,CAMPREM3F46VOLVO2025,17h 0m,,,380.0,380.0,370.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,3817-TDS,2026-08-05 13:30,2026-08-05 17:00,SEMI CAMA,SEMI CAMA LEITO 60,3h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,3817-TDS,2026-08-05 13:30,2026-08-05 17:00,SEMI CAMA,SEMI CAMA LEITO 60,Directo (3h 30m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,SANTA CRUZ,SANTA CRUZ,TRANS COPACABANA S.A.,110,142,2026-08-05 14:00,2026-08-06 07:00,CAMA,CAMA TV 43,17h 0m,,,380.0,380.0,350.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,VILLAZON,VILLAZON,ILLIMANI,179,2031 AZX CAMA3F,2026-08-05 14:00,2026-08-06 01:25,CAMA,CAMA 3 FILAS AZX,11h 25m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,VILLAZON,VILLAZON,ILLIMANI,179,2031 AZX CAMA3F,2026-08-05 14:00,2026-08-06 01:25,CAMA,CAMA 3 FILAS AZX,Directo (11h 25m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,COCHABAMBA,COCHABAMBA,BOLIVIA,113,3333,2026-08-05 14:30,2026-08-05 22:00,CAMA,CAMA  43,7h 30m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,3817 TEX,2026-08-05 14:30,2026-08-05 18:00,SEMI CAMA,SEMI CAMA LEITO 60,3h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,COCHABAMBA,COCHABAMBA,BOLIVIA,113,3333,2026-08-05 14:30,2026-08-05 22:00,CAMA,CAMA  43,Directo (7h 30m),False,0,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,3817 TEX,2026-08-05 14:30,2026-08-05 18:00,SEMI CAMA,SEMI CAMA LEITO 60,Directo (3h 30m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,3817-TKR,2026-08-05 15:30,2026-08-05 19:00,SEMI CAMA,SEMI CAMA LEITO 60,3h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,3817-TKR,2026-08-05 15:30,2026-08-05 19:00,SEMI CAMA,SEMI CAMA LEITO 60,Directo (3h 30m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,5318 ARE,2026-08-05 16:30,2026-08-05 20:00,SEMI CAMA,SEMI CAMA LEITO 60 II,3h 30m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,SANTA CRUZ,SANTA CRUZ,TRANS COPACABANA S.A.,110,148,2026-08-05 16:30,2026-08-06 09:30,CAMA,CAMA TV 43,17h 0m,,,380.0,380.0,350.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,5318 ARE,2026-08-05 16:30,2026-08-05 20:00,SEMI CAMA,SEMI CAMA LEITO 60 II,Directo (3h 30m),False,0,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,SANTA CRUZ,SANTA CRUZ,TRANS COPACABANA S.A.,110,148,2026-08-05 16:30,2026-08-06 09:30,CAMA,CAMA TV 43,Directo (17h 0m),False,0,380.0,380.0,300.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,SANTA CRUZ,SANTA CRUZ,EL DORADO,103,EDX,2026-08-05 17:00,2026-08-06 10:00,CAMA,CAMA 3F 46 VOLVO 2019,17h 0m,,,380.0,380.0,380.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,ORURO,ORURO,NASER,183,5318 ASH,2026-08-05 18:00,2026-08-05 21:30,SEMI CAMA,SEMI CAMA LEITO 60 II,Directo (3h 30m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,TARIJA,TARIJA,TRANS COPACABANA S.A.,110,174,2026-08-05 18:30,2026-08-06 11:30,CAMA,CAMA TV 43,17h 0m,,,380.0,380.0,363.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,TARIJA,TARIJA,TRANS COPACABANA S.A.,110,174,2026-08-05 18:30,2026-08-06 11:30,CAMA,CAMA TV 43,Directo (17h 0m),False,0,380.0,380.0,363.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,SANTA CRUZ,SANTA CRUZ,TRANS COPACABANA S.A.,110,155,2026-08-05 19:00,2026-08-06 12:00,CAMA,CAMA TV 43,17h 0m,,,380.0,380.0,350.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,VILLAZON,VILLAZON,ILLIMANI,179,2752UXU,2026-08-05 19:30,2026-08-06 06:55,CAMA,CAMA 44 3F 2P,11h 25m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,SUCRE,SUCRE,EL DORADO,103,NTL,2026-08-05 19:30,2026-08-06 07:30,SUITE,SUITE Y CAMA 29,Directo (12h 0m),False,0,310.0,310.0,300.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,VILLAZON,VILLAZON,ILLIMANI,179,2752UXU,2026-08-05 19:30,2026-08-06 06:55,CAMA,CAMA 44 3F 2P,Directo (11h 25m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,LLALLAGUA,LLALLAGUA,BUSTILLO,127,3098ZDU,2026-08-05 20:30,2026-08-06 01:12,CAMA,LEITO 40 VAY,4h 42m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,LA PAZ,LA PAZ,LLALLAGUA,LLALLAGUA,BUSTILLO,127,3098ZDU,2026-08-05 20:30,2026-08-06 01:12,CAMA,LEITO 40 VAY,Directo (4h 42m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,POTOSI,POTOSI,TRANS COPACABANA S.A.,110,130,2026-08-05 21:00,2026-08-06 06:00,CAMA,CAMA D - PISO 43,9h 0m,,,250.0,250.0,250.0
2026-08-05 10:06:04,BUS,2026-08-05,LA PAZ,LA PAZ,COCHABAMBA,COCHABAMBA,BOLIVIA,113,3333,2026-08-05 22:45,2026-08-06 06:15,CAMA,CAMA  43,7h 30m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,ORURO,ORURO,LA PAZ,LA PAZ,NASER,183,5318 ASH,2026-08-05 11:30,2026-08-05 15:00,SEMI CAMA,SEMI CAMA LEITO 60 II,3h 30m,,,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,ORURO,ORURO,COCHABAMBA,COCHABAMBA,NASER,183,6022 PYK,2026-08-05 12:00,2026-08-05 17:00,CAMA,CAMA LEITO 46,5h 0m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,ORURO,ORURO,LA PAZ,LA PAZ,NASER,183,4760 TPU,2026-08-05 13:30,2026-08-05 17:00,CAMA,CAMA LEITO 43,Directo (3h 30m),False,0,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,ORURO,ORURO,COCHABAMBA,COCHABAMBA,NASER,183,5318 ALS,2026-08-05 14:00,2026-08-05 19:00,CAMA,CAMA LEITO 43,Directo (5h 0m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,ORURO,ORURO,SANTA CRUZ,SANTA CRUZ,NASER,183,6231NSE,2026-08-05 14:30,2026-08-06 00:30,CAMA,CAMA LEITO 43,10h 0m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,ORURO,ORURO,SANTA CRUZ,SANTA CRUZ,NASER,183,6231NSE,2026-08-05 14:30,2026-08-06 00:30,CAMA,CAMA LEITO 43,Directo (10h 0m),False,0,0.0,0.0,0.0
2026-08-05 10:06:04,BUS,2026-08-05,ORURO,ORURO,LA PAZ,LA PAZ,NASER,183,2737-LEH,2026-08-05 15:30,2026-08-05 19:00,SEMI CAMA,SEMI CAMA LEITO 53,3h 30m,,,0.0,0.0,0.0
2026-08-05 12:01:16,BUS,2026-08-05,ORURO,ORURO,LA PAZ,LA PAZ,NASER,183,2737-LEH,2026-08-05 15:30,2026-08-05 19:00,SEMI CAMA,SEMI CAMA LEITO 53,Directo (3h 30m),False,0,0.0,0.0,0.0
